9199309750,3074238236,298301791,9551259957,5400443015,3030699754,9243507048,8163141721,6714225660,2571420678,
1267773221,900459732,8421935789,7102552239,5907844781,9792111878,6017807814,5988874597,6953906538,3850575017,
4938379161,9082999777,433509671,9697085904,5100556542,7869473998,5794735712,5244490184,7216362752,2444321907,
2540290027,1467394330,8892521854,7932728488,574102029,7291821638,4137785883,9520317687,8314189087,3150910949,
9389722827,7934823387,3296423062,2292876009,8604998354,4761847671,6690215281,9501540806,4792727086,7357091371,
4643227792,9900498035,4531234688,9536775773,3320938481,1469786636,6907711944,7625148263,4313326493,3614928798,
6090632324,7034586780,6459502037,57333544,2544896331,974793325,7565431818,6584772798,1585572712,9218503291,
1193928477,4667377457,9747636633,9024940097,7815764106,6518882047,2201163608,2086708102,1405960904,5765631520,
2673191449,5651416572,2880788252,5232732905,2672296301,1128884988,1591201291,3603250161,6235064942,3580081179,
8130421345,7797846749,7701822803,2654561896,5797123235,5982817238,3363530730,8545562653,6293756724,5417504746,
4852396903,4853381888,5731050071,4251065457,2047670742,7190492246,3627368709,8219164072,2085415633,363619702,
7887223020,3399997764,6772124015,6622887149,5346951394,3323700259,9171485835,6940562664,5464230172,9082951656,
5283512090,3972494636,7000306574,4769383060,4867726463,4703238441,6734493634,9513944731,7871918565,8328078645,
7640747161,1146189646,8685328975,6785004599,4433489155,1412507026,6601286620,9668502064,9048553734,2187441855,
6973903340,40224816,803746300,6358739607,2975195389,364561078,7158436536,9341600625,5043105022,6111954466,
4262792169,6306673768,9496607748,9082922952,6255594582,6347285928,9060378014,5157510999,6295864355,9453323294,
9092314536,124149145,8567032668,6064737518,1809237551,3435162210,6986743989,7651509155,6556493698,494610812,
6626829249,4055606480,7077103634,5086927921,8863116840,9851101535,1954946591,2986677214,2507781735,5755831809,
1021971134,9013364516,5834534072,2634273458,911617470,9281725858,9101165328,2759155549,1603812121,7022980740,
81632284,7644892379,8450868509,8123894047,8737536584,5086277359,8798828897,785876410,8055428721,8317143636,
8029363059,8039853011,3203872089,8206283407,2988391177,3931922470,7570070991,160859226,3191994778,2874288886,
6533874561,2487338178,2761026886,8068732479,8957769049,4209350529,7417118235,8397654453,5469860301,2199298263,
5995987251,7021792336,2059611833,2188010872,9936424800,6174236923,7220262007,4802073598,5157923173,6111039327,
1911861562,9736598654,5849554466,7475904756,7766433336,1292528213,319701588,5029634147,3875212183,3778804670,
834287310,7312413044,6581663419,8152431558,6417995099,5708316042,7608713866,7472271272,2424976523,6808753635,
6323197860,7970566685,8109935713,9069262634,8587332161,4119580754,5576185773,2551146682,2349273416,841961852,
4482871771,9249747976,3686143848,5680205827,5246196932,3677662844,8890343672,4672580337,6646488365,8037005399,
5995862342,7033971855,8215965797,3112616694,3585501305,6090424798,1425970927,1355494966,43996917,6613160008,
6637739247,8328250098,3647121786,2951934387,9907945120,7349404593,9434654102,9773918461,1978045181,3054506128,
7266437618,1468252495,4157941153,158956207,8871219271,3207512045,5205840794,8306887827,7783447905,6337136820,
5283933889,8878911159,6091359730,982095680,83863479,3272060870,2274414254,8296130097,2316515235,8611234149,
8246938158,6998657884,7256268014,815375187,3186586831,5124181028,1842615991,9006988497,4350720899,34819499,
5006870106,4848224588,1745529046,8788910366,4423809410,6854304610,7685395954,6464297705,3802317062,5323067986,
